84,אבנת,Ovnat,ים המלח 210,דקה וחצי,31.679039,35.436945
148,אבשלום,"Avshalom, Israel, Israel",עוטף עזה 238,15 שניות,31.195397,34.3312
122,אדורה,Adora,יהודה 207,דקה וחצי,31.552219,35.017634
236,אדירים,"Adirim, Israel",עמק יזרעאל 93,דקה,32.54894100000001,35.271637
141,אדמית,"Adamit, Israel",קו העימות 15,מיידי,33.078842,35.20951
99,אדרת,"Aderet, Israel, Israel",בית שמש 188,דקה וחצי,31.659715,34.99444
237,אודים,"Udim, Israel",שרון 142,דקה וחצי,32.266865,34.846995
165,אודלה,Udala,שומרון 120,דקה וחצי,32.153373,35.275529
44,אודם,Odem,גולן 1,מיידי,33.19511,35.747904
144,אוהד,"Ohad, Israel, Israel",אשקלון 234,15 שניות,31.238436,34.431893
49,אוהלו,אחוזת אוהלו,תבור 98,דקה,32.714546,35.572865
87,אולפני נווה אילן,אולפני נווה אילן,בית שמש 189,דקה וחצי,31.80531899999999,35.091856
95,אום א טלע,Umm al-Tala',יהודה 200,דקה וחצי,31.696829,35.262868
75,אום א סח'אלי,"Um e-Sakhali, Israel",גליל תחתון 63,דקה,32.77055,35.177513
156,אום א ריחאן,Umm al-Rihan,שומרון 118,דקה וחצי,32.484555,35.141189
158,אום א תות,Umm al-Tut,שומרון 119,דקה וחצי,32.431732,35.344147
180,אום אל פחם,"Umm al-Fahm, Israel",עירון 113,דקה וחצי,32.517127,35.148529
187,אום אל קוטוף,"Umm al-Qutuf, Israel",עירון 112,דקה וחצי,32.468084,35.059149
156,אום דאר,Umm Dar,שומרון 118,דקה וחצי,32.457529,35.138167
95,אום סלמונה,Umm Salmuna,יהודה 200,דקה וחצי,31.645665,35.165229
88,אום ספא,Umm Safa,שומרון 124,דקה וחצי,32.008869,35.165696
100,אום עלאס,Umm 'Allas,יהודה 188,דקה וחצי,31.602078,35.012471
95,אום עסלה,Umm 'Asala,יהודה 200,דקה וחצי,31.699141,35.281913
236,אומן,"Merkaz Omen, Israel",עמק יזרעאל 93,דקה,32.564279,35.241941
70,אומץ,"Ometz, Israel, Israel",עמק חפר 149,דקה וחצי,32.369216,34.993129
43,אופקים,"Ofakim, Israel",באר שבע 288,45 שניות,31.311337,34.622824
52,אור הגנוז,"Or HaGanuz, Israel",גליל עליון 44,30 שניות,33.005183,35.446736
188,אור הנר,"Or HaNer, Israel",עוטף עזה 219,15 שניות,31.556197,34.602305
117,אור יהודה,"Or Yehuda, Israel",דן 161,דקה וחצי,32.029748,34.85617300000001
190,אור עקיבא,"Or Akiva, Israel",מנשה 105,דקה וחצי,32.509965,34.920394
86,אורה,"Ora, Israel, Israel",בית שמש 191,דקה וחצי,31.752109,35.150165
125,אורון,"Oron Street, Kiryat Gat, Israel",נגב 301,דקה וחצי,31.6024338,34.7615202
234,אורות,"Orot, Israel",אשדוד 275,45 שניות,31.740364,34.7356
222,אורטל,Ortal,גולן 3,מיידי,33.086236,35.758661
195,אורים,"Urim, Israel",אשקלון 256,30 שניות,31.304094,34.524868
128,אורנים,"Oranim Academic College, Israel",עמק יזרעאל 86,דקה,32.711324,35.109875
115,אורנית,Oranit,שרון 143,דקה וחצי,32.131924,34.99081
134,אושה,"Usha, Israel, Israel",הקריות 71,דקה,32.796458,35.114584
104,אזור,"Azor, Israel",דן 162,דקה וחצי,32.029558,34.799648
122,אזור תעסוקה מיתרים,"",יהודה 207,דקה וחצי,0,0
154,אזור תעשיות צבאים,"",בקעת בית שאן 128,דקה,0,0
143,אזור תעשייה אכזיב מילואות,"",קו העימות 14,מיידי,0,0
161,אזור תעשייה אלון התבור,"בית ספר אלון/מעלה יצחק, Nazareth Iliit",עמק יזרעאל 90,דקה,32.708392,35.334399
170,אזור תעשייה אשקלון,"Sderot HaTa'asiya, Ashkelon, Israel",אשקלון 247,30 שניות,31.669258,34.598371
46,אזור תעשייה בני יהודה,אזור תעשייה בני יהודה,גולן 2,מיידי,32.803805,35.716419
157,אזור תעשייה נ.ע.מ,Israel National Trail,אשקלון 254,30 שניות,31.3409589,35.1009944
220,אזור תעשייה נעמן,"Na'aman Street, Ma'ale Shomron",הקריות 70,דקה,32.1658431,35.0688632
246,אזור תעשייה ספיר,"Sapir Street, Ma'ale Shomron",ערבה 310,דקה וחצי,32.1621262,35.0737487
205,אזור תעשייה רמת בקע,"",נגב 300,דקה,0,0
126,אזור תעשייה שגיא 2000,"Derech HaTa'asiya, Karmiel, Israel",עמק יזרעאל 87,דקה,32.916481,35.310785
89,אזור תעשייה שער בנימין,"",שומרון 125,דקה וחצי,0,0
82,אזור תעשייה תנובות,"אזור תעשייה קלנסוואה, Qalansawe",עמק חפר 150,דקה וחצי,32.303726,34.982349
234,אחווה,"Ahva, Israel",אשדוד 275,45 שניות,31.742893,34.767848
235,אחוזם,"Ahuzam, Israel",אשדוד 281,30 שניות,31.552682,34.770151
161,אחוזת ברק,"Ahuzat Barak, Israel",עמק יזרעאל 90,דקה,32.643101,35.338893
154,אחוזת שושנה,"Akhuzat Shoshana, Israel",בקעת בית שאן 128,דקה,32.591026,35.521247
75,אחיהוד,"Ahihud, Israel",גליל תחתון 63,דקה,32.907405,35.171715
70,אחיטוב,"Ahituv, Israel",עמק חפר 149,דקה וחצי,32.387701,34.990826
239,אחיסמך,"Ahisamakh, Israel, Israel",שפלה 179,דקה וחצי,31.931906,34.908576
238,אחיעזר,"Ahi'ezer, Israel",שפלה 174,דקה וחצי,31.981671,34.871821
198,איבים,"Ibim, Israel",עוטף עזה 220,15 שניות,31.533597,34.609697
158,איג'ניסיניא,Ijnisinia,שומרון 119,דקה וחצי,32.273099,35.216532
141,אידמית,"Idmit, Israel",קו העימות 15,מיידי,33.080013,35.199967
178,אייל,"Eyal, Israel",עמק חפר 139,דקה וחצי,32.210711,34.978259
54,איילת השחר,"Ayelet HaShahar, Israel",גליל עליון 47,30 שניות,33.021115,35.576732
158,איכתאבא,Iktaba,שומרון 119,דקה וחצי,32.326014,35.054225
141,אילון,"Eilon, Israel",קו העימות 15,מיידי,33.062526,35.219162
216,אילות,"Eilot, Israel",אילת 311,30 שניות,29.580548,34.963023
178,אילנות,אילנות,עמק חפר 139,דקה וחצי,32.860816,35.082655
136,אילניה,"Ilaniya, Israel",תבור 96,דקה,32.753908,35.408188
216,אילת,"Eilat, Israel",אילת 311,30 שניות,29.557669,34.951925
165,אימאתין,Imatin,שומרון 120,דקה וחצי,32.192361,35.159475
122,אימריש,Imrish,יהודה 207,דקה וחצי,31.470305,34.999744
88,איסכאכא,Iskaka,שומרון 124,דקה וחצי,32.102921,35.224549
109,אירוס,"Irus, Israel",שפלה 182,דקה וחצי,31.928595,34.776605
158,אירתאח,Irtah,שומרון 119,דקה וחצי,32.297763,35.016529
165,איתמר,Itamar,שומרון 120,דקה וחצי,32.173869,35.308029
235,איתן,"Eitan, Israel, Israel",אשדוד 281,30 שניות,31.572213,34.747909
87,איתנים,"Eitanim, Israel",בית שמש 189,דקה וחצי,31.7789,35.095169
81,אכסאל,"Iksal, Israel",תבור 95,דקה,32.682085,35.320743
242,אל אסד,"El-Asad, Israel",נגב 287,דקה וחצי,31.31528,34.85234
90,אל בירה,al Bira,שומרון 126,דקה וחצי,31.912563,35.221717
204,אל בירה בהר חברון,al Bira,באר שבע 285,דקה,31.435587,34.92622600000001
158,אל ג'ארושיה,al Jarushiyya,שומרון 119,דקה וחצי,32.34695,35.049763
124,אל ג'וויני,"El-Jwini, Israel",נגב 299,דקה וחצי,31.209706,35.108483
124,אל ג'נאמי,"El-Ghanami, Israel",נגב 299,דקה וחצי,31.216664,35.093023
205,אל ג'רג'אווי,"El-Jarjawi, Israel",נגב 300,דקה,31.147081,34.819719
122,אל הג'רה,al Hijra,יהודה 207,דקה וחצי,31.488507,35.05476
179,אל הייל,"El-Heil, Israel",באר שבע 286,45 שניות,31.408423,34.748283
96,אל ולג'ה,alWalaja,ירושלים 194,דקה וחצי,31.729394,35.15853
205,אל ולידי,"El-Walidi, Israel",נגב 300,דקה,31.177992,34.815901
122,אל חדב,al Hadab,יהודה 207,דקה וחצי,31.476157,35.055239
95,אל ח'דר,al-Khadr,יהודה 200,דקה וחצי,31.694811,35.170745
134,אל ח'וואלד מערב,"El-Khawaled West, Israel",הקריות 71,דקה,32.770196,35.136203
179,אל חוקוק,"El-Huquq, Rahat, Israel",באר שבע 286,45 שניות,31.379304,34.740385
207,אל חמידי,"El-Hamidi, Israel",נגב 297,דקה וחצי,31.204259,34.87237400000001
205,אל כלאב,"El-Kilab, Israel",נגב 300,דקה,31.107915,34.850613
122,אל מאג'ור,al-Majur,יהודה 207,דקה וחצי,31.490175,35.032481
171,אל מודוור,al-Mudawwar,שומרון 121,דקה וחצי,32.143218,35.01222600000001
158,אל מוטילה,al-Mutilla,שומרון 119,דקה וחצי,32.420861,35.407319
158,אל מוע'ייר,al-Mughayyer,שומרון 119,דקה וחצי,32.421701,35.386433
187,אל מועלקה,"El-Mu'alaqa, Israel",עירון 112,דקה וחצי,32.503982,35.123878
122,אל מראג'ם,al-Marajem,יהודה 207,דקה וחצי,31.490163,35.021646
199,אל סייד,חורה אלסייד,נגב 296,דקה וחצי,31.29006799999999,34.926145
124,אל עביד,"El Abid, Israel",נגב 299,דקה וחצי,31.265044,35.091313
125,אל ע'ול,"El-Ghul (North to Dimona), Israel",נגב 301,דקה וחצי,31.100949,35.005401
234,אל עזי,"Al-'Azi, Israel",אשדוד 275,45 שניות,31.71886799999999,34.814254
199,אל עטאונה,אל עטאונה,נגב 296,דקה וחצי,31.300124,34.912298
122,אל עלקה אל פוקא,al'Alaqa al Fawqa,יהודה 207,דקה וחצי,31.460376,35.009196
125,אל עמראני,"El-Amrani, Israel",נגב 301,דקה וחצי,31.165894,34.969459
85,אל ערוב ,al'Arub,יהודה 206,דקה וחצי,31.617091,35.143521
187,אל עריאן,"Al-Arian, Israel",עירון 112,דקה וחצי,32.498076,35.125094
179,אל עתאיקה,"El-Ata'iqa, Rahat, Israel",באר שבע 286,45 שניות,31.376914,34.746405
207,אל עת'אמין,"El-Athamin (South to Nevatim), Israel",נגב 297,דקה וחצי,31.20614599999999,34.879442
122,אל פוואר,al Fawar,יהודה 207,דקה וחצי,31.478368,35.065511
165,אל פונדוק,al Funduq,שומרון 120,דקה וחצי,32.190615,35.13397399999999
122,אל קוסור,al-Qusur,יהודה 207,דקה וחצי,31.500089,35.011176
124,אל קורעאן ב,"El-Qur'an B, Israel",נגב 299,דקה וחצי,31.22964,35.10205
100,אל קילא,al-Qilla,יהודה 188,דקה וחצי,31.611646,35.004847
124,אל קרישי,"El-Qureishi, Israel",נגב 299,דקה וחצי,31.269167,35.089047
124,אל קרעאן,"El-Qar'an (South to Arad), Arad, Israel",נגב 299,דקה וחצי,31.226467,35.183196
124,אל קשכר,"El-Qashkar, Israel",נגב 299,דקה וחצי,31.171185,35.093502
44,אל רום,El-Rum,גולן 1,מיידי,33.180519,35.770095
186,אלומה,"Aluma, Israel",אשדוד 280,45 שניות,31.65204099999999,34.742872
49,אלומות,"Alumot, Israel",תבור 98,דקה,32.706628,35.546088
93,אלון,Alon,בקעה 133,דקה וחצי,31.833354,35.353557
75,אלון הגליל,"Alon HaGalil, Israel",גליל תחתון 63,דקה,32.756874,35.220294
165,אלון מורה,Elon More,שומרון 120,דקה וחצי,32.234418,35.331201
85,אלון שבות,Alon Shvut,יהודה 206,דקה וחצי,31.654871,35.125256
126,אלוני אבא,"Alonei Abba, Israel",עמק יזרעאל 87,דקה,32.730945,35.172028
222,אלוני הבשן,Alonei Habashan,גולן 3,מיידי,33.044087,35.838507
181,אלוני יצחק,"Alonei Yitzhak, Israel",מנשה 104,דקה וחצי,32.509997,35.00519999999999
128,אלונים,"Alonim, Israel",עמק יזרעאל 86,דקה,32.721459,35.143399
78,אלי עד,Eliad,עמק חפר 137,דקה וחצי,32.806583,35.73657499999999
78,אליכין,"Elyakhin, Israel",עמק חפר 137,דקה וחצי,32.407659,34.925028
215,אליפז,"Elifaz, Israel, Israel",ערבה 310,3 דקות,29.79624799999999,35.012094
60,אליפלט,"Elifelet, Israel",גליל עליון 50,30 שניות,32.947834,35.548516
173,אליקים,"Eliakim, Israel",מנשה 103,דקה וחצי,32.633345,35.067613
78,אלישיב,"Elyashiv, Israel",עמק חפר 137,דקה וחצי,32.380196,34.909945
115,אלישמע,"Elishama, Israel, Israel",שרון 143,דקה וחצי,32.154778,34.930461
60,אלמגור,"Almagor, Israel",גליל עליון 50,30 שניות,32.912709,35.60231
93,אלמוג,Almog,בקעה 133,דקה וחצי,31.790034,35.461968
118,אלעד,"El'ad, Israel",שפלה 169,דקה וחצי,32.04953,34.95075
85,אלעזר,El'azar,יהודה 206,דקה וחצי,31.659676,35.143074
171,אלפי מנשה,Alfei Menashe,שומרון 121,דקה וחצי,32.170631,35.014858
74,אלקוש,"Elkosh, Israel",קו העימות 17,מיידי,33.034294,35.326348
171,אלקנה,Elkana,שומרון 121,דקה וחצי,32.110566,35.032054
193,אמונים,"Emunim, Israel",אשדוד 272,45 שניות,31.743885,34.674492
52,אמירים,"Amirim, Israel",גליל עליון 44,30 שניות,32.937351,35.45036500000001
60,אמנון,"Amnun, Israel",גליל עליון 50,30 שניות,32.904989,35.571136
204,אמציה,"Amatzia, Israel, Israel",באר שבע 285,דקה,31.531176,34.914463
59,אניעם,Ani'am,קצרין 7,15 שניות,32.956638,35.739718
253,אסדת תמר ומרי בי,"",-1,-1,0,0
95,אספר,Asfar,יהודה 200,דקה וחצי,31.586152,35.187594
75,אעבלין,"I'billin, Israel",גליל תחתון 63,דקה,32.821799,35.19012
199,אעצם,"A'sam, Israel",נגב 296,דקה וחצי,31.295816,34.903102
122,אפיניש,"Afeinish, Israel",יהודה 207,דקה וחצי,31.316183,34.996386
46,אפיק,Afik,גולן 2,מיידי,32.779428,35.702994
49,אפיקים,"Afikim, Israel",תבור 98,דקה,32.680564,35.57773
134,אפק,"Afek, Israel, Israel",הקריות 71,דקה,32.838316,35.12778
85,אפרת,Efrat,יהודה 206,דקה וחצי,31.653589,35.149934
158,אקרע,Aqra',שומרון 119,דקה וחצי,32.342457,35.345071
53,ארבל,"Arbel, Israel",גליל תחתון 55,דקה,32.812247,35.486453
163,ארגמן,Argaman,בקעה 130,דקה וחצי,32.17334,35.522285
188,ארז,"Erez, Israel",עוטף עזה 219,15 שניות,31.55984,34.564889
95,ארטאס,Irtas,יהודה 200,דקה וחצי,31.689957,35.188236
168,אריאל,Ari'el,שומרון 122,דקה וחצי,32.104637,35.17451399999999
237,ארסוף,"Arsuf, Hof HaSharon, Israel",שרון 142,דקה וחצי,32.212841,34.815977
160,אשבול,"Eshbol, Israel",אשקלון 253,30 שניות,31.44551599999999,34.666654
71,אשבל,"Eshbal, Israel",גליל תחתון 60,דקה,32.876984,35.30601
196,אשדוד,"Ashdod, Israel",אשדוד 271,45 שניות,31.804381,34.655314
49,אשדות יעקב איחוד,"Ashdot Ya'akov Ihud, Israel",תבור 98,דקה,32.65877,35.579637
49,אשדות יעקב מאוחד,"Ashdot Ya'akov Meuhad, Israel",תבור 98,דקה,32.664808,35.582769
71,אשחר,"Eshhar, Israel",גליל תחתון 60,דקה,32.885084,35.299622
204,אשכולות,Eshkolot,באר שבע 285,דקה,31.391171,34.904856
203,אשל הנשיא בי''ס אזורי,"Eshel HaNasi, Israel",באר שבע 289,45 שניות,31.326828,34.697497
223,אשלים,"Ashalim, Israel",נגב 302,דקה וחצי,30.964245,34.699674
172,אשקלון,"Ashkelon, Israel",אשקלון 246,30 שניות,31.6687885,34.5742523
68,אשרת,"Oshrat, Israel",גליל עליון 38,30 שניות,32.971645,35.1557
99,אשתאול,"Eshtaol, Israel",בית שמש 188,דקה וחצי,31.780385,35.010102
75,אתגר,"Etgar, Israel",גליל תחתון 63,דקה,32.859351,35.256072
165,באקה,Baqa,שומרון 120,דקה וחצי,32.206651,35.115086
158,באקה א שרקיה,Baqa al-Sharqiyya,שומרון 119,דקה וחצי,32.411141,35.071193
70,באקה אל ע'רביה,"Baqa al-Gharbiyye, Israel",עמק חפר 149,דקה וחצי,32.422891,35.035764
70,באקה ג'ת,"Baqa-Jatt, Baqa al-Gharbiyye, Israel",עמק חפר 149,דקה וחצי,32.404775,35.047022
215,באר אורה,"Be'er Ora, Israel",ערבה 310,3 דקות,29.710166,34.987218
172,באר גנים,"Be'er Ganim, Israel",אשקלון 246,30 שניות,31.700354,34.610934
234,באר טוביה,"Be'er Tuvia, Israel",אשדוד 275,45 שניות,31.737127,34.72557
106,באר יעקב,"Be'er Ya'akov, Israel",שפלה 178,דקה וחצי,31.943507,34.83904
210,באר מילכה,"Be'er Milka, Israel",נגב 302,דקה,30.934112,34.405643
209,באר שבע,"Be'er Sheva, Israel",באר שבע 292,דקה,31.252973,34.791462
118,בארות יצחק,"Be'erot Yitzhak, Israel",שפלה 169,דקה וחצי,32.042025,34.910221
82,בארותיים,"Be'erotayim, Israel",עמק חפר 150,דקה וחצי,32.321039,34.98343
135,בארי,"Be'eri, Israel",עוטף עזה 227,15 שניות,31.424513,34.492567
95,בד פלוח,Bad Fluh,יהודה 200,דקה וחצי,31.669249,35.219529
105,בודרוס,Budrus,שפלה 181,דקה וחצי,31.967678,34.993693
95,בווידיעה,Buwaidi'a,יהודה 200,דקה וחצי,31.683946,35.228412
69,בוסתן הגליל,"Bustan HaGalil, Israel",גליל עליון 37,30 שניות,32.948636,35.08068799999999
44,בוקעתא,Buq'ata,גולן 1,מיידי,33.203065,35.779198
75,בור אל מכסור,"313/ג'בור יוסף ג'בור, Shefa-'Amr",גליל תחתון 63,דקה,32.804244,35.171806
204,בורג',Burj,באר שבע 285,דקה,31.441369,34.907356
82,בורגתה,"Burgata, Israel",עמק חפר 150,דקה וחצי,32.325972,34.963848
88,בורהאם,Burham,שומרון 124,דקה וחצי,31.988478,35.175441
88,בורוקין,Buruqin,שומרון 124,דקה וחצי,32.072613,35.098406
165,בורין,Burin,שומרון 120,דקה וחצי,32.184659,35.249229
90,בורקה,Burka,שומרון 126,דקה וחצי,31.896059,35.254768
156,בורקה ליד שכם,Burqa,שומרון 118,דקה וחצי,32.301365,35.192933
156,בורקין,Burkin,שומרון 118,דקה וחצי,32.456135,35.261688
158,בזאריה,Bazariya,שומרון 119,דקה וחצי,32.307275,35.163804
70,בחן,"Bahan, Israel, Israel",עמק חפר 149,דקה וחצי,32.351831,35.018542
203,בטחה,"Bitha, Israel",באר שבע 289,45 שניות,31.333869,34.634318
95,ביאדה,Bayada,יהודה 200,דקה וחצי,31.695284,35.248915
98,בידו,Bidu,בית שמש 190,דקה וחצי,31.834407,35.148239
171,בידיה,Biddya,שומרון 121,דקה וחצי,32.113366,35.077465
154,ביכורה,"Bikura, Israel",בקעת בית שאן 128,דקה,32.447214,35.487443
90,בילעין,Bil'in,שומרון 126,דקה וחצי,31.92851599999999,35.070954
152,בי''ס אזורי מקיף מטה אשר,"",קו העימות 30,מיידי,0,0
201,ביצרון,"Bitzaron, Israel",אשדוד 273,דקה,31.7949517,34.7293463
207,ביר אבו אל חמאם,"Bir Abu el-Hamam, Israel",נגב 297,דקה וחצי,31.222267,34.896634
223,ביר הדאג',"Bir Hadaj, Israel",נגב 302,דקה וחצי,31.02316,34.709138
96,ביר נבאלה,Bir Nabala,ירושלים 194,דקה וחצי,31.85118199999999,35.200835
51,ביריה,"Birya, Israel",גליל עליון 49,30 שניות,32.978108,35.503096
165,בית א אל פוקא,Beita el-Foka,שומרון 120,דקה וחצי,32.14134,35.286399
204,בית א רוש אל פוקא,Bayt al-Rosh al-Fawqa,באר שבע 285,דקה,31.452678,34.926241
100,בית אולא,Bayt Ula,יהודה 188,דקה וחצי,31.598422,35.026375
85,בית אומר,Bayt Umar,יהודה 206,דקה וחצי,31.622812,35.102199
158,בית אומרין,Bayt Umrin,שומרון 119,דקה וחצי,32.292761,35.215727
129,בית אורן,"Beit Oren, Israel",כרמל 82,דקה,32.731601,35.00632
165,בית איבא,Beit Iba,שומרון 120,דקה וחצי,32.240059,35.212557
91,בית איגיזא,Bayt Ijza,שומרון 127,דקה וחצי,31.847577,35.152859
96,בית איכסא,Bayt Iksa,ירושלים 194,דקה וחצי,31.816677,35.180006
90,בית איענאן,Beit 'Anan,שומרון 126,דקה וחצי,31.851065,35.111719
90,בית אל,Beit El,שומרון 126,דקה וחצי,31.94159999999999,35.222734
112,בית אלעזרי,"Beit Elazari, Israel",אשדוד 268,דקה,31.844717,34.806627
154,בית אלפא,"Beit Alfa, Israel",בקעת בית שאן 128,דקה,32.516357,35.430499
171,בית אמין,Bayt Amin,שומרון 121,דקה וחצי,32.131863,35.021907
92,בית אריה,Beit Arye,שומרון 123,דקה וחצי,32.040059,35.049472
178,בית ברל,"Beit Berl College, Israel",עמק חפר 139,דקה וחצי,32.2009545,34.9182386
232,בית גוברין,"Beit Guvrin, Israel, Israel",אשדוד 282,דקה,31.61288,34.895568
99,בית ג'מאל,"Beit Jimal Monastery, Israel",בית שמש 188,דקה וחצי,31.724542,34.976521
113,בית גמליאל,"Beit Gamliel, Israel",אשדוד 267,דקה,31.856128,34.760947
64,בית ג'ן,"Beit Jann, Israel",גליל עליון 43,30 שניות,32.965655,35.381268
238,בית דגן,"Beit Dagan, Israel",שפלה 174,דקה וחצי,32.0017816,34.8297087
165,בית דג'ן,Bayt Dajan,שומרון 120,דקה וחצי,32.193122,35.372773
90,בית דוקו,Bayt Duqu,שומרון 126,דקה וחצי,31.859417,35.130739
157,בית הגדי,"Beit HaGadi, Israel",אשקלון 254,30 שניות,31.422839,34.607878
82,בית הלוי,"Beit HaLevi, Israel",עמק חפר 150,דקה וחצי,32.351596,34.930443
55,בית הלל,"Beit Hillel, Israel",קו העימות 26,מיידי,33.208782,35.606515
69,בית העמק,"Beit HaEmek, Israel",גליל עליון 37,30 שניות,32.970683,35.144845
154,בית השיטה,"Beit HaShita, Israel",בקעת בית שאן 128,דקה,32.550874,35.43935099999999
165,בית וזן,Bayt Wazan,שומרון 120,דקה וחצי,32.231566,35.214616
128,בית זיד,"Beit Zaid, Israel",עמק יזרעאל 86,דקה,32.702414,35.131109
98,בית זית,"Beit Zayit, Israel",בית שמש 190,דקה וחצי,31.783058,35.161117
49,בית זרע,"Beit Zera, Israel",תבור 98,דקה,32.689296,35.574062
